[0.031s] Invoking command in '/home/wb/ros_ws/build/nav_2d_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/wb/ros_ws/install/nav2_simple_commander:/opt/ros/humble /usr/bin/cmake --build /home/wb/ros_ws/build/nav_2d_msgs -- -j4 -l4
[0.104s] [ 11%] Built target nav_2d_msgs__rosidl_generator_c
[0.112s] [ 12%] Built target nav_2d_msgs__cpp
[0.116s] [ 12%] Built target ament_cmake_python_symlink_nav_2d_msgs
[0.155s] [ 23%] Built target nav_2d_msgs__rosidl_typesupport_fastrtps_c
[0.159s] [ 35%] Built target nav_2d_msgs__rosidl_typesupport_introspection_c
[0.168s] [ 46%] Built target nav_2d_msgs__rosidl_typesupport_c
[0.177s] [ 57%] Built target nav_2d_msgs__rosidl_typesupport_introspection_cpp
[0.191s] [ 69%] Built target nav_2d_msgs__rosidl_typesupport_cpp
[0.206s] [ 80%] Built target nav_2d_msgs__rosidl_typesupport_fastrtps_cpp
[0.235s] [ 80%] Built target nav_2d_msgs
[0.261s] [ 81%] Built target nav_2d_msgs__py
[0.289s] [ 91%] Built target nav_2d_msgs__rosidl_generator_py
[0.319s] [ 94%] Built target nav_2d_msgs__rosidl_typesupport_c__pyext
[0.324s] [ 97%] Built target nav_2d_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.326s] [100%] Built target nav_2d_msgs__rosidl_typesupport_introspection_c__pyext
[0.360s] running egg_info
[0.360s] writing nav_2d_msgs.egg-info/PKG-INFO
[0.360s] writing dependency_links to nav_2d_msgs.egg-info/dependency_links.txt
[0.360s] writing top-level names to nav_2d_msgs.egg-info/top_level.txt
[0.361s] reading manifest file 'nav_2d_msgs.egg-info/SOURCES.txt'
[0.361s] writing manifest file 'nav_2d_msgs.egg-info/SOURCES.txt'
[0.383s] [100%] Built target ament_cmake_python_build_nav_2d_msgs_egg
[0.394s] Invoked command in '/home/wb/ros_ws/build/nav_2d_msgs' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/wb/ros_ws/install/nav2_simple_commander:/opt/ros/humble /usr/bin/cmake --build /home/wb/ros_ws/build/nav_2d_msgs -- -j4 -l4
[0.395s] Invoking command in '/home/wb/ros_ws/build/nav_2d_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/wb/ros_ws/install/nav2_simple_commander:/opt/ros/humble /usr/bin/cmake --install /home/wb/ros_ws/build/nav_2d_msgs
[0.404s] -- Install configuration: ""
[0.405s] -- Execute custom install script
[0.405s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/share/ament_index/resource_index/rosidl_interfaces/nav_2d_msgs
[0.406s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__functions.h
[0.406s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__struct.h
[0.406s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__type_support.h
[0.407s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__functions.h
[0.407s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__struct.h
[0.407s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__type_support.h
[0.407s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d_stamped__functions.h
[0.407s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d_stamped__struct.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d_stamped__type_support.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d32__functions.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d32__struct.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d32__type_support.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d__functions.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d__struct.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d__type_support.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d_stamped__functions.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d_stamped__struct.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d_stamped__type_support.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/path2_d.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/pose2_d32.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/pose2_d_stamped.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/rosidl_generator_c__visibility_control.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/twist2_d.h
[0.408s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/twist2_d32.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/twist2_d_stamped.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/share/nav_2d_msgs/environment/library_path.sh
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/share/nav_2d_msgs/environment/library_path.dsv
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__rosidl_typesupport_fastrtps_c.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__rosidl_typesupport_fastrtps_c.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d_stamped__rosidl_typesupport_fastrtps_c.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d32__rosidl_typesupport_fastrtps_c.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d__rosidl_typesupport_fastrtps_c.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/twist2_d_stamped__rosidl_typesupport_fastrtps_c.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/rosidl_typesupport_fastrtps_c__visibility_control.h
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__builder.hpp
[0.410s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__struct.hpp
[0.411s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__traits.hpp
[0.411s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/path2_d__type_support.hpp
[0.411s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__builder.hpp
[0.411s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__struct.hpp
[0.411s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__traits.hpp
[0.411s] -- Up-to-date symlink: /home/wb/ros_ws/install/nav_2d_msgs/include/nav_2d_msgs/nav_2d_msgs/msg/detail/pose2_d32__type_support.hpp
